route_no,direction_no,latitude,longitude,yaw,score,image_name,direction
48,0,40.42628251,-80.02067484,294.0679321,763,rSGjlOmwhPqIfR6xHBE-7Q,Head northwest on Saw Mill Run Blvd toward Lime St
48,1,40.43119411,-80.02653433,309.4654236,177,ys1WEUkTl8zghQu4ZAuW2A,Take the ramp on the left to Carnegie / I-376 / U.S. 19
48,2,40.43111963,-80.02819598,186.7746277,348,#NAME?,Sharp right onto Woodville Ave
48,3,40.4330718,-80.03048613,307.6327209,1288,P4vPLSEWArfifo3zZo9Y4Q,[goal]
49,0,40.43723398,-79.9983116,212.41539,6,QO-Fied8ykKU9F0zAS8lww,Head southwest on Grant St toward Court Pl
49,1,40.43723398,-79.9983116,212.5307007,605,QO-Fied8ykKU9F0zAS8lww,Turn right onto Boulevard of the Allies
49,2,40.4394276,-80.00456643,291.005249,611,QG5hG1dmd3n_qajPIPDn_Q,[goal]
50,0,40.43099472,-80.01286768,46.25915146,933,kPJqbM0jmYbLBusIcpDlpg,Head northeast on Wabash Tunnel
50,1,40.43267853,-80.00520879,59.24322128,111,kLG2LlfO0CqZML9XvNnWVg,Turn right onto W Carson St
50,2,40.4322986,-80.00422609,119.7919464,563,zUAC-y0WMghbwNtcvA0mNg,Turn left onto Smithfield St Bridge
50,3,40.4363485,-80.00107829,34.20925522,113,aSWM0HhM0ownuIkHAzKrZg,Turn right onto Fort Pitt Blvd
50,4,40.43608832,-80.00006551,114.1266327,1720,5NbJrE-luju-VPfhOZWtHA,[goal]
51,0,40.43483716,-80.02440504,30.51347351,564,J2-09cW3QOjFZkU9a0IMiA,Head northeast on Augusta St toward Well St
51,1,40.43957269,-80.02205699,42.49229813,911,0XYAEAvBKjdKsGDnFaskiA,Turn right onto Grandview Ave
51,2,40.43538746,-80.01318461,96.95349121,183,thn9MpiBtClRmYoqzr06gA,Turn right onto Merrimac St
51,3,40.43392192,-80.01324757,191.1173553,1658,P2wDp9uEfBsVyfxXV-YttQ,[goal]
52,0,40.43102383,-80.01058953,2.827326298,245,3ZeogXPhaKNOPr3EEmOhKw,Head north on Kearsarge St toward Volk St
52,1,40.43321003,-80.00994328,16.464468,345,l0uuSbEHBdvS0IALAwWMtg,Turn left onto Grandview Ave
52,2,40.43532218,-80.01270372,278.6390076,951,L51DODecRudbdHS7Oy8-BQ,Turn right onto P. J. McArdle Roadway
52,3,40.43103418,-80.00391238,111.4266357,1541,fGbxUGXMWkurAZuZZ79OOQ,[goal]
53,0,40.43989355,-79.99813464,110.6775208,101,OZr9vpe0EOGoVWeFTQucoQ,Head southeast on Fifth Ave toward William Penn Pl
53,1,40.43950781,-79.99711739,110.2856598,181,Yu9Xzd612rMvWf_3nm0kzA,Turn left onto Grant St
53,2,40.44056515,-79.99596019,34.16096497,53,_A05GVA7v6u4mw4nRss4hw,Turn right onto Sixth Avenue
53,3,40.44060813,-79.99546564,105.5164261,335,ISuG-65r2ksPb5KrBny2ng,[goal]
54,0,40.43704462,-80.02312171,28.92767715,296,hZ2ZCGns4lShRqX6_7lNIg,Head northeast on Augusta St toward Greenleaf St
54,1,40.43957269,-80.02205699,42.49229813,159,0XYAEAvBKjdKsGDnFaskiA,Turn right onto Grandview Ave
54,2,40.4389093,-80.02064029,113.9720917,3,LGD24prTY1g5EKHz2WrOXw,Turn right onto Plymouth St
54,3,40.43883219,-80.02046687,193.2184753,458,I_hhMSSWJDuE-R1df9izCw,[goal]
55,0,40.43254337,-80.01696376,14.46056557,210,JUePglTZcgjEEa4-EkvsSQ,Head north on Sewer Way toward Piermont St
55,1,40.43439631,-80.01648536,14.48360348,184,EkuKn_VgY04HHPC8lJ2wvQ,Turn left onto Piermont St
55,2,40.43486138,-80.01830561,277.9758606,173,b51JrHRBz0Ulx6OUGR_Rlg,Turn left onto Athlone Way
55,3,40.4335433,-80.01894002,194.9343262,567,0DQwkKy8zAZGeP1flr7Pjg,[goal]
56,0,40.43447212,-80.01601395,11.4771719,196,7zi8I5SQMwNwW8JMc3eBRQ,Head north on Labelle St toward Pomona Way
56,1,40.43622682,-80.01566368,13.02217484,457,G_PcktEwpo7h9cBflh-ePQ,Turn right onto Grandview Ave
56,2,40.43440453,-80.01140281,131.1068878,105,4-VsgnVBbDRHyQ9qfcnSCg,Turn right onto Bertha St
56,3,40.43349216,-80.0114563,198.962738,42,VQfBwj5eveZnmFf2-HirWA,Turn left onto Fetzer St
56,4,40.43329121,-80.0113372,100.879303,800,VqVIT4XB-sfW1MZbLxmrgg,[goal]
57,0,40.4262585,-79.9979959,297.9804077,638,RkXwQyVH9_sqtp-7zNLLfQ,Head northwest on Bailey Ave toward Judicial St
57,1,40.42702966,-80.00528233,271.7993774,67,AzSHKnItPlg9jrmmYcwqiQ,"At Fox ' s Pizza Den , continue onto Boggs Ave"
57,2,40.42690479,-80.00605045,257.8269348,265,H0rKas7xBL1GncvuCGXNIQ,Turn right onto Wyoming St
57,3,40.42906126,-80.00637345,355.7250671,970,iFP4Wa5rL4Th9VppO8LxuA,[goal]
58,0,40.4390658,-79.99594117,290.6088867,52,U6rNYbOVLN4_Tam5EDn0lA,Head northwest on Fifth Ave toward Grant St
58,1,40.43930749,-79.99658214,290.8450012,429,QMmkEDuJ3RCQtrNxcnrYgQ,Turn left at the 1st cross street onto Grant St
58,2,40.43623091,-79.9990447,218.4463654,602,1BCjCUgLmLxpFQzi8sqkkw,Turn right onto Fort Pitt Blvd
58,3,40.43838972,-80.00531723,289.5540466,1083,CB5qdBDVfhVvJZ1SgDPF6Q,[goal]
59,0,40.43758444,-80.0025058,214.5190887,26,o6KFUu-NQOrKNTPGcclHIA,Head southwest toward Fort Pitt Blvd
59,1,40.4373507,-80.00266432,186.0797424,154,2xY8cREGGAQKfV5We4z3DA,Turn left onto Fort Pitt Blvd
59,2,40.43663666,-80.00127257,112.8170853,623,TTv7jhYjIUcsdAZ6QEDUaw,Turn left at the 1st cross street onto Smithfield St
59,3,40.44127152,-79.99786296,33.03684616,10,Ez9_Tv6M6MH1B9BzAXNQGg,Turn right onto Sixth Avenue
59,4,40.44144831,-79.99774803,110.2624359,813,RcCUBHQurhxYtFc-BepKkw,[goal]
60,0,40.43593298,-80.01648092,16.72828674,66,j6WuaVcK5VkSmhK6cPU4Ow,Head north on Olympia St toward Piado Way
60,1,40.43651714,-80.01630553,19.47947311,322,ssYFI-fYRMw7FhfDAJ3tXg,Turn right onto Grandview Ave
60,2,40.43538746,-80.01318461,96.95349121,170,thn9MpiBtClRmYoqzr06gA,Turn left onto P. J. McArdle Roadway
60,3,40.4349478,-80.01156183,134.0028534,558,#NAME?,[goal]
61,0,40.42607853,-80.00921522,17.2649765,365,l8PmUjVB9m3_gi4YEgJYPA,Head north on Southern Ave toward Gray St
61,1,40.4287699,-80.00750483,78.25300598,71,hwKv4hI-_BMUh-cwqlFVng,Turn left onto Shiloh St
61,2,40.42928405,-80.00731517,355.3108215,847,BRn1vgnaXRXSDqHblq3Nyw,Turn left at the 1st cross street onto Virginia Ave
61,3,40.43211611,-80.01630971,279.0571289,242,5uRJwWLXj9QwX2rBA6Hghg,Turn right onto Labelle St
61,4,40.43408555,-80.01609465,11.79039669,1525,yoYMaFfR3S9HIOh5F0UwYA,[goal]
62,0,40.44239937,-79.99558279,110.2540283,38,AoewH4vSu-2JpetJElYosA,Head southeast on Seventh Ave toward Grant St
62,1,40.44228882,-79.99528457,110.496788,765,w7c_CsWB463tGsZky1ViNg,Turn right at the 1st cross street onto Grant St
62,2,40.43623091,-79.9990447,218.4463654,776,1BCjCUgLmLxpFQzi8sqkkw,Turn right onto Fort Pitt Blvd
62,3,40.43911463,-80.00720281,291.2521057,14,XuAQybYmcdyyz5EAGXrS1Q,Take the ramp on the left
62,4,40.43918136,-80.00737438,284.761261,1593,H4n2mzkdBUS74ERMtxaQuw,[goal]
63,0,40.440784,-79.99452976,243.585022,101,s4EuAHiqHRkCRcfqKUfO4w,Head southwest on Sixth Avenue toward Sixth Avenue
63,1,40.44066812,-79.99567017,294.0751038,350,SQl9ejb9uDA0_myDbCt-OA,Turn left at the 1st cross street onto Grant St
63,2,40.43820978,-79.99764743,215.5502014,66,3S4kyFt81QRxdhoOdrtNFQ,Turn left onto Fourth Ave
63,3,40.43787411,-79.99722917,111.2233047,517,9AqIWbOcFoCmLd6ox5VSog,[goal]
64,0,40.43841682,-80.00572163,18.56208038,5,#NAME?,Head north toward Fort Pitt Blvd
64,1,40.4384637,-80.00570747,25.78734779,135,tGIsOwpbWCZ6xWX6LuybWA,Continue straight onto Stanwix St
64,2,40.4394917,-80.00510325,33.50981903,458,2a2QRKLII6GvRCpqwTJ6BQ,Turn right onto Boulevard of the Allies
64,3,40.43788211,-80.00042429,110.2351761,374,mcdqPFPtunHD7N_HW5dHlQ,Turn left onto Smithfield St
64,4,40.44063083,-79.99827901,32.90185928,50,JViooQxGGegjR_fMiWcPUg,Turn right onto Oliver Ave
64,5,40.44066692,-79.99783421,110.4724274,1022,QuEFRjrKlFl-Xv5QWFmEKQ,[goal]
65,0,40.44121571,-80.00687904,166.6946411,23,P7Re4u8tsl2b5fwdxpmepA,Head south on Commonwealth Pl
65,1,40.44100007,-80.00682879,172.7324066,616,U42vLVt9PqdMNAlfTYk2SQ,Turn left onto Liberty Ave
65,2,40.44237326,-80.00010476,74.87783813,570,NbBPt1vh_RYKhDyWCgxRow,Turn right onto Sixth Avenue
65,3,40.44008897,-79.9942591,159.0912018,81,iExZpOQqKpIP2u4_yNWt3A,Turn left onto Centre Ave
65,4,40.44016396,-79.9935507,83.63169861,1290,9R20ANaKMDkGS4j1o75TkQ,[goal]
66,0,40.43541754,-80.01469689,11.27007389,30,RLwqnHxZMAzWmalsZ0Fiog,Head north on Bigham St toward Grandview Ave
66,1,40.43568031,-80.01464442,11.32975388,925,5FdYISmQ6qoluef254RjLg,Turn right onto Grandview Ave
66,2,40.43120709,-80.00595028,169.5932465,195,1c3xruddfgr9kyYiK48OAA,Grandview Ave turns right and becomes Wyoming St
66,3,40.42967648,-80.00642277,174.8088684,33,6vAS3vcCmPrZr8msKdKQjg,Turn left onto Jennie St
66,4,40.42943293,-80.00627346,107.5201187,1183,3PEixprpdgtcNwtKAhe6iw,[goal]
67,0,40.43381755,-80.02933347,299.6079407,822,23_rM9UmLqI5PzyuYM-LIQ,Head northwest on Saw Mill Run Blvd
67,1,40.43996541,-80.03224613,42.00161743,299,QV-4h0cSKuOq4F6hB6rRPw,Take the Hwy 51 / State Rte 837 / Mckees Rocks West End ramp
67,2,40.44199297,-80.03002316,45.46074295,1121,6mRNjTnIZ_IyZgMODNoRkw,[goal]
68,0,40.43699421,-80.01794938,25.35339737,41,RMRxQ84aeA-_4ejN7lFx6A,Head north on Meridan St toward Grandview Ave
68,1,40.43731529,-80.01779728,25.35289764,436,6vixMpwSskjnrGCAr5lcaA,Turn left onto Grandview Ave
68,2,40.43959631,-80.02179989,305.5933533,258,O7TPTQKQy413KdewRdZd5g,Turn left onto Augusta St
68,3,40.437723,-80.0228009,195.026886,43,#NAME?,Turn right onto Greenleaf St
68,4,40.43759777,-80.0231334,282.9528809,100,SZ_VJyey7xpnTH3u1U4Gvw,Turn left at the 1st cross street onto Orlena Way
68,5,40.43693469,-80.02369424,209.3829193,878,341XBpzvg4ualYgE8JWC1w,[goal]
69,0,40.42982921,-80.01292953,65.48781586,183,koN7y8I4nGjF2UVn_z9o7A,Head northeast on Grace St toward Woodruff St
69,1,40.4306807,-80.01111778,48.54154205,211,QeOSKlWG8ZjafWzfBpMQ3w,Sharp left onto Woodruff St
69,2,40.43043202,-80.01310894,250.188324,167,z919YRfkCnah_yw4BMknig,Turn right onto Merrimac St
69,3,40.43149253,-80.0136963,1.247256279,92,Esa2OoJVEanCF7rNLw3YwA,Turn left onto Virginia Ave
69,4,40.43184788,-80.01453693,278.8432007,653,KSbwaK_ZRkbJyeiI5lGeiA,[goal]
70,0,40.43580907,-80.02670945,40.49578857,483,mWt0qkixpRXaKOi_M61g6A,Head northeast on Shaler St toward Well St
70,1,40.43955925,-80.02377946,42.34112549,148,StTTPlm_0S14QGbzFbWJuA,Turn left onto Rutledge St
70,2,40.44037111,-80.0249199,297.9371033,20,trPB0vDPGUfHunT9xeoAeQ,Turn left onto Republic St
70,3,40.4404358,-80.02510381,219.9631653,137,XpSjOW3CqPMfpS9JCpCldA,Turn right onto Rutledge St
70,4,40.44053482,-80.0266291,279.0289612,788,vYKaxYQXKOF_KxPFyfIfnA,[goal]
71,0,40.44179702,-80.00387637,338.759613,28,eN_x_MwBInm4dyrTnXvO-Q,Head north on Stanwix St toward Penn Ave
71,1,40.44204628,-80.00397773,333.5971375,115,rjjEgHXW3WGU4gHs_f0FoA,Turn left at the 1st cross street onto Penn Ave
71,2,40.4416786,-80.0048595,248.2667236,151,FeGg5xlBwcs7H1yGNF3koQ,Merge onto Liberty Ave
71,3,40.44115818,-80.00651679,250.1797333,95,gjWjEGzuux9EdquHevjYHg,Turn left onto Commonwealth Pl
71,4,40.44045544,-80.00694192,214.6518097,54,uNtSOZfaLLAuOXc2HXDQAg,Turn left onto Boulevard of the Allies
71,5,40.44019843,-80.00664271,109.9569855,443,IojwBawCCOQye48Sd4JUWg,[goal]
72,0,40.43133384,-80.0046863,291.1403503,815,g4RLUp3rFt6Bgl7RN40CUA,Head northwest on P. J. McArdle Roadway
72,1,40.43549372,-80.01234823,279.9543762,32,LEKjrV7glgb9gNNqw9HzzA,Turn left to stay on P. J. McArdle Roadway
72,2,40.43551663,-80.01270739,233.533432,683,Q742e0VfjpG7xWpryk6Z3w,Turn left onto Grandview Ave
72,3,40.43165607,-80.00682239,117.6016388,327,TQQb4qyhIlGB3qD5zG2gfQ,Turn right onto Shiloh St
72,4,40.42900578,-80.0072924,175.3001099,130,9nDMd1ITdXZoOe3v6GvKvw,Turn right onto Southern Ave
72,5,40.42846734,-80.00842606,213.0622406,1987,a_3PH8Tl2ooI-jV-xZgrgg,[goal]
73,0,40.44277827,-79.99328729,223.0496521,105,_SerBga5CZ55g_lx_nmcmQ,Head southwest
73,1,40.44204216,-79.99388587,219.6154633,316,X8dMGS-GqAilHWqSfubFXQ,Continue onto Seventh Ave
73,2,40.44299671,-79.99724376,312.4456482,58,QlAGhbDg--I-kXmZqe5-Qg,Turn left onto Liberty Ave
73,3,40.44300852,-79.99772499,255.031189,45,HylJ4F5ggA8PLbay1xBC7w,Turn right onto 9th St
73,4,40.44312188,-79.99808557,336.4356384,524,18wmLHel3QINqH0_mARcwg,[goal]
74,0,40.43069899,-80.00728446,117.5891418,59,dZSsB0I3Qh8cqtZ8Fn6cMw,Head southeast on E Sycamore St toward Wyoming St
74,1,40.43038718,-80.0066875,117.5822678,153,syFoxia9U8tmCoBk5sKKQQ,Turn right at the 1st cross street onto Wyoming St
74,2,40.42906126,-80.00637345,175.7003326,735,m_i1MbEZEXDhtC4y_E0vhw,Sharp right onto Virginia Ave
74,3,40.43172162,-80.01377239,279.3787231,947,BNAECD5XPQ9PWRZ1zPSTAA,[goal]
75,0,40.43419249,-80.02530349,30.93922234,230,EE76Twg2aNo_DkDVKxis1g,Head northeast on Orlena Way toward Well St
75,1,40.43610768,-80.02417397,30.48778534,160,oAySxaTDtXJ_WQSygR02wA,Turn left at the 1st cross street onto Well St
75,2,40.43679122,-80.02557823,287.8770142,516,irsCTb1Qv8s9G4--Z3Apqw,Turn left onto Shaler St
75,3,40.4332496,-80.0288484,238.5019836,99,Qf3ff_FPtZB4vAt9R0I-jw,Continue onto Minnotte Square
75,4,40.43270219,-80.02982058,239.9397583,263,x4yT-RqTx7hzN4ibKWr8Bw,Turn left onto Woodville Ave
75,5,40.43077497,-80.02847353,142.0796509,1268,YjUguM_Ft6iqHHJ576PsHQ,[goal]
76,0,40.43518199,-80.02420177,30.51976204,523,vEbPy7ImhdWsOu2OVfZYlg,Head northeast on Augusta St toward Well St
76,1,40.43957269,-80.02205699,42.49229813,486,0XYAEAvBKjdKsGDnFaskiA,Turn right onto Grandview Ave
76,2,40.43732982,-80.01738253,117.7479477,546,89abqKuuAbjjsczWmJYeyQ,Turn right onto Hallock St
76,3,40.43264372,-80.01862721,197.0064697,157,NU_Tz-M5GcnYi8eM7J50wQ,Turn right onto Virginia Ave
76,4,40.43268315,-80.02027997,277.2791748,1712,KCrXjqaad0ka0CYwUvO2wg,[goal]
77,0,40.43166032,-80.01336129,278.2765198,712,p3gqwUkbcAG3mUebG94Qrg,Head west on Virginia Ave toward Merrimac St
77,1,40.43286638,-80.02162289,278.3474731,308,ESZHaXl69ERWnN5s1oXaAQ,Turn right onto Plymouth St
77,2,40.43547111,-80.02125626,13.82892704,44,z46AY2H6KkRCP6dUCHYzdQ,Turn left onto Well St
77,3,40.43566896,-80.02153213,278.1588745,281,09gzPMPGkbQSMNrmQyX6Lg,Turn left onto Plyer Way
77,4,40.43336878,-80.02223578,193.896759,1345,iBFaMhtuJGiIoPkNjjpuww,[goal]
78,0,40.4257146,-79.99775443,87.71196747,11,9Rh6T5i_yCctmqDOaMosqQ,Head east on Kathleen St toward Beltzhoover Ave
78,1,40.42572175,-79.99757746,87.752388,735,PQ1Q7lPnEEX9-bhITVvU7w,Turn left onto Bailey Ave
78,2,40.42702966,-80.00528233,271.7993774,67,AzSHKnItPlg9jrmmYcwqiQ,"At Fox ' s Pizza Den , continue onto Boggs Ave"
78,3,40.42690479,-80.00605045,257.8269348,228,H0rKas7xBL1GncvuCGXNIQ,Turn right onto Wyoming St
78,4,40.42876511,-80.00636646,1.776186228,614,Pwa12u8mQLxleIl00MbLfw,Turn left onto Virginia Ave
78,5,40.43149398,-80.01236785,275.6941834,1655,GC7z2-ZmPybe6qQgTWYqiA,[goal]
79,0,40.43258654,-80.0195392,278.0016479,185,4eL2uF6UopbPSTGqnb6miQ,Head west on Virginia Ave toward Fetterman Way
79,1,40.43286638,-80.02162289,278.3474731,90,ESZHaXl69ERWnN5s1oXaAQ,Turn left onto Plymouth St
79,2,40.43232461,-80.02199804,191.996994,85,HCZi1V3P07qutZ94hmC3Cw,Continue onto Meta St
79,3,40.43160569,-80.02174461,161.6826019,360,iUvXv5nx13RK4IsRArd5Wg,[goal]
80,0,40.42654107,-80.01568816,34.08633804,629,1PWU6tmpD9zPSuMV2gibDg,Head northeast on Grace St toward Mann St
80,1,40.4306807,-80.01111778,48.54154205,211,QeOSKlWG8ZjafWzfBpMQ3w,Sharp left onto Woodruff St
80,2,40.43043202,-80.01310894,250.188324,578,z919YRfkCnah_yw4BMknig,Turn right onto Merrimac St
80,3,40.43521041,-80.01299505,25.72613907,155,8HtzNVcw-CmJM2cfoGLr2w,Turn left onto Grandview Ave
80,4,40.43576449,-80.01443943,298.9295654,30,C_IupYzyp1FDYEuzWRWhow,Turn left onto Bigham St
80,5,40.43578699,-80.01462301,191.3420868,1603,wf1pouE_lsNoAtvHyH6ynQ,[goal]
81,0,40.43392653,-80.02777488,46.26164246,804,ivtDVqhT8nUpiP7IeBeXBg,Head northeast on Shaler St toward Well St
81,1,40.44015745,-80.02322433,43.01944351,179,ql9BAer6gS3E0_T5XJz5xw,Turn right onto Grandview Ave
81,2,40.43944163,-80.02160438,131.5602722,183,Qg8D-Vn4rU2qsNHH_FgF2w,Turn right onto Sweetbriar St
81,3,40.43786239,-80.02178334,193.1936646,1166,zNyLopm2YQaLQzxKluOvew,[goal]
82,0,40.42698555,-80.02253979,111.8196487,96,LcXnk9zkNYQI3mcSWjxmag,Head southeast on Saw Mill Run Blvd
82,1,40.42656845,-80.02152411,111.6907883,151,5ib-bv0CEiq3iPQmErEVEA,Slight right toward Woodruff St
82,2,40.42576058,-80.02017292,80.07679749,29,ZM8Vldq9_7uXecJromJryg,Continue onto Woodruff St
82,3,40.42582491,-80.01984732,77.88287354,276,FWIv6URF8tZyYeqhqffgcQ,[goal]
83,0,40.43514658,-80.01587831,191.3312531,317,Xj8ZZn8yihE8qaisOV22KQ,Head south on Labelle St toward Piermont St
83,1,40.43231528,-80.01646497,192.258728,847,l-_lSZ-lmU7NXo4evsOeWQ,Turn left onto Virginia Ave
83,2,40.42958172,-80.00757078,118.1043015,71,uJ8O-FB8SY606ds9L3Xk8w,Turn right onto Shiloh St
83,3,40.42900578,-80.0072924,175.3001099,79,9nDMd1ITdXZoOe3v6GvKvw,Turn right onto Southern Ave
83,4,40.42866704,-80.00799949,258.2630615,229,8zHDnM8HCk6zjtauQevTqg,Turn right onto Natchez St
83,5,40.4291268,-80.01031994,255.509964,1543,izuvgUxN-JHmHZSNlsb2MQ,[goal]
84,0,40.43355025,-79.99624246,34.57966995,72,ORA_J2KWs3APf3O0EmOj_Q,Head northeast on Crosstown Blvd / Liberty Bridge
84,1,40.43410301,-79.99585627,46.93067551,169,cB7Us8dKPiCLiSUmr_WWWQ,Take the exit toward Interstate 376 E
84,2,40.4353573,-79.99480008,33.09851074,32,C5ZStQsC6aXfaEP8yrqj2w,"Keep left at the fork, follow signs for Downtown / Pittsburgh / Boulevard Of the Allies"
84,3,40.43561697,-79.99462738,346.7507935,681,j6BI8ezS2nv1qEkzOYpc8Q,Turn left onto Boulevard of the Allies
84,4,40.43835313,-80.00168501,290.7242126,489,lUcyBA213Yu-S18duKSMhg,Turn left onto Wood St
84,5,40.43576614,-79.99957951,128.7193146,1443,ckfJbhCfgGQmWuX2aQAB7w,[goal]
85,0,40.42983377,-80.00735851,175.5827026,24,BOLLw3T2dqp0xJEuAQNdfQ,Head south on Shiloh St toward Virginia Ave
85,1,40.42963622,-80.00734324,175.5644226,102,dTIBRNylYjVntHhgY87sRw,Turn left at the 1st cross street onto Virginia Ave
85,2,40.42900827,-80.00649179,127.438858,228,2sC84Whx80RqcLgGRlw89g,Turn right onto Wyoming St
85,3,40.42706058,-80.0062599,175.310791,67,aQ4pU-D5xZXZI1EfrOY5kg,Turn left onto Boggs Ave
85,4,40.42698251,-80.00571285,76.63339996,438,1vwjCVoNkfN6H-lX3nc9VA,Boggs Ave turns slightly right and becomes Bailey Ave
85,5,40.42690751,-80.00055211,91.54230499,859,yaqw3G6M1V7EZTtq1hWxEg,[goal]
86,0,40.43547111,-80.02125626,13.82892704,234,z46AY2H6KkRCP6dUCHYzdQ,Head north on Plymouth St toward Basil Way
86,1,40.43754385,-80.02076842,12.85217667,91,Tg3lDMlxynesjmRMLb6XDg,Plymouth St turns right and becomes Gilmartin Ln
86,2,40.43759413,-80.01992946,97.12162018,92,bXnqPkkSqyJHQXjAQQ9MxA,Turn left onto Oneida St
86,3,40.43813698,-80.01944878,36.13290787,523,LfJPz4E0EgSNXqmzy8WoFA,Turn right onto Grandview Ave
86,4,40.43576449,-80.01443943,116.8639374,940,fqdCjpaUIaARmk44gLgydg,[goal]
87,0,40.431246,-80.01555671,11.08915424,497,ugj3-eX4x-XNQaBpSB0xKg,Head north on Bigham St toward Virginia Ave
87,1,40.43568031,-80.01464442,11.32975388,690,5FdYISmQ6qoluef254RjLg,Turn left onto Grandview Ave
87,2,40.43916774,-80.02122922,300.6790466,1187,PybNBuKOU7i_W4niiRGCHQ,[goal]
88,0,40.44177331,-80.02966671,220.2497864,727,WSaOIFmlfLyEX2erMpm_kQ,Head southwest on Greenleaf St toward Greenleaf Trail
88,1,40.43900458,-80.0284766,70.46372223,41,bnoaecsiVjyfg_AZOYZdHA,Turn left onto Bradley St
88,2,40.43923436,-80.02820093,17.55767632,239,fQAluYSHQoNZHuRm7jUzBQ,Turn left onto Lizardi Way
88,3,40.4389089,-80.03058208,234.2292328,1007,1A2sRmbhZdDGGEq77lDRqA,[goal]
89,0,40.43240242,-80.01020579,198.0900574,127,hp9CyWmCWO9DZiB7GcYnyg,Head south on Kearsarge St toward Beam Way
89,1,40.43129293,-80.0105566,196.076889,559,C9-uKmlA5eL3eHKFpHMCHw,Turn right onto Virginia Ave
89,2,40.43219087,-80.0168033,278.3255615,246,2NFN5GaUPSjRAfg70bDFTw,Turn right onto Sewer Way
89,3,40.43421246,-80.01653279,14.48106384,932,EkuKn_VgY04HHPC8lJ2wvQ,[goal]
90,0,40.43527897,-80.02704594,25.44877625,550,8YmzToqBYMHWjtmzPTjZ1w,Head northeast on Shaler St toward Well St
90,1,40.43955925,-80.02377946,42.34112549,148,StTTPlm_0S14QGbzFbWJuA,Turn left onto Rutledge St
90,2,40.44037111,-80.0249199,297.9371033,217,trPB0vDPGUfHunT9xeoAeQ,Turn left onto Republic St
90,3,40.43903406,-80.02639274,222.8522186,146,JVTjXF23keGWU1cF4eEr1Q,Turn right onto Greenleaf St
90,4,40.43909401,-80.02804808,267.619812,46,ocMSGsygFiFKvDevNVUrEQ,Turn right onto Bradley St
90,5,40.43933047,-80.02817048,17.1056118,1107,7ytUM45uyRIMDOT2RSwpng,[goal]
91,0,40.43663666,-80.00127257,112.3387756,12,TTv7jhYjIUcsdAZ6QEDUaw,Head southeast on Fort Pitt Blvd toward Smithfield St
91,1,40.43658475,-80.00114842,112.9941635,371,3SOWFxy_oZng7imKrDH6xA,Turn left at the 1st cross street onto Smithfield St
91,2,40.43925522,-79.99918276,33.16644669,233,vuGdu2trhlFWFrU8rxtwiQ,Turn left onto Forbes Ave
91,3,40.44027808,-80.00130081,289.9050903,616,hehdpuQjiJDLtAU7bS6xfQ,[goal]
92,0,40.43763344,-80.00328912,290.3903503,201,R-zmYVsX09i9GDR4RpdSrw,Head northwest on Fort Pitt Blvd toward Market St
92,1,40.43842775,-80.0054243,289.5638123,355,_chVnOZUwS2fC8aQNOGrkg,Turn right onto Stanwix St
92,2,40.4411485,-80.00391784,19.78615189,611,ErQtNzGpH6WXtshlO_ucPg,Turn right after McDonald ' s  (on the right)
92,3,40.44314209,-79.99722695,74.88687134,40,mfb3eBUMMlUqrDLnZeUWvw,Turn left onto Garrison Pl
92,4,40.44338552,-79.9971394,335.1120911,1207,_x5eE3nX8uPTx-yCWCn94Q,[goal]
93,0,40.42703251,-80.01264861,91.58022308,57,oBWgj9bLn11qwJdWaUTNrw,Head east on Wilbert St toward Prospect St
93,1,40.42701478,-80.01200366,91.57370758,170,9dS4YWfDWDoutX9WxAtYUQ,Turn right onto Prospect St
93,2,40.42565818,-80.01166881,146.076828,227,DpaStrCxcZevFL15lVaRQw,[goal]
94,0,40.44048693,-80.02632834,98.99795532,78,SPPUI2uSpjf3410N-OY9vA,Head east on Rutledge St toward Republic St
94,1,40.44034982,-80.02547878,99.61092377,85,CGWlLGzuWV0-zPYLnt5jCg,Turn left onto Republic St
94,2,40.44081652,-80.02474248,84.70906067,260,WKzIu3y238OP5eH6kgIrOQ,Continue onto Grandview Ave
94,3,40.43979479,-80.02208309,124.4411011,533,USilIViOm5Pqt0E1pvx-JQ,Turn right onto Augusta St
94,4,40.43542746,-80.02405711,210.5105286,956,fqqZHJwMQKljqS18o1ZVqA,[goal]
95,0,40.44036183,-80.0231351,298.363739,111,owUga4Lx69gIPX8-s94hTw,Head northwest on Grandview Ave
95,1,40.44080175,-80.02437467,279.1047058,208,84SMUmkdlVrmXQMc7o_76A,Grandview Ave turns slightly left and becomes Republic St
95,2,40.43957764,-80.02588829,222.8613129,319,vfblOTSPgGt1JbKVkroiCw,[goal]
96,0,40.43686109,-80.01983972,14.50866318,152,R1_ovcRyAlnq74LeM-5dzQ,Head north on Oneida St toward Gilmartin Ln
96,1,40.43813698,-80.01944878,36.13290787,639,LfJPz4E0EgSNXqmzy8WoFA,Turn right onto Grandview Ave
96,2,40.43538746,-80.01318461,96.95349121,411,thn9MpiBtClRmYoqzr06gA,Turn right onto Merrimac St
96,3,40.43192226,-80.01364699,191.7777863,373,pHBSLAL0iBxmUf0cu-beLA,Turn left onto Virginia Ave
